"","idx","script","speaker","time_from","time_to"
"714","881","가자",NA,"00:45:06,333","00:45:07,541"
"715","882","자, 빨리빨리, 빨리","상화","00:45:08,041","00:45:09,250"
"716","885","빨리들 오세요, 빨리",NA,"00:45:14,750","00:45:16,083"
"717","886","빨리 와요, 빨리! ",NA,"00:45:16,166","00:45:17,416"
"718","886","빨리 가!","영국","00:45:16,166","00:45:17,416"
"719","887","빨리 가!","영국","00:45:17,500","00:45:18,791"
"720","889","으아",NA,"00:45:22,833","00:45:25,083"
"721","891","으아!","석우","00:45:26,208","00:45:27,333"
"722","893","빨리빨리 ","부원1","00:45:29,666","00:45:30,708"
"723","893","빨리요!","부원2","00:45:29,666","00:45:30,708"
"724","894","빨리! ","부원2","00:45:30,791","00:45:31,833"
"725","894","빨리빨리","부원1","00:45:30,791","00:45:31,833"
"726","895","막아!","상화","00:45:32,583","00:45:33,583"
"727","896","예예","부원2","00:45:33,666","00:45:34,791"
"728","903","빨리 와, 빨리, 씨!",NA,"00:45:51,958","00:45:53,083"
"729","905","야, 빨리 와!",NA,"00:45:58,125","00:45:59,416"
"730","908","빨리 와, 빨리!","상화","00:46:08,083","00:46:09,875"
"731","909","막아, 막아!","상화","00:46:11,625","00:46:12,625"
"732","914","여기요, 빨리 와, 빨리! ",NA,"00:46:46,333","00:46:47,625"
"733","914","야!","용석","00:46:46,333","00:46:47,625"
"734","915","이리로 와! ",NA,"00:46:47,708","00:46:49,500"
"735","915","이쪽, 이쪽요!",NA,"00:46:47,708","00:46:49,500"
"736","916","빨리 오세요, 빨리! ","진희","00:46:49,583","00:46:50,750"
"737","916","빨리 들어가세요","기철","00:46:49,583","00:46:50,750"
"738","917","이리로, 이리로!","진희","00:46:50,833","00:46:51,666"
"739","919","빨리빨리, 빨리! ","기철","00:46:53,041","00:46:54,291"
"740","919","여기요!","진희","00:46:53,041","00:46:54,291"
"741","920","여기, 여기! ","기철","00:46:54,375","00:46:56,125"
"742","920","이쪽요!","진희","00:46:54,375","00:46:56,125"
"743","921","빨리 들어가! ","기철","00:46:56,208","00:46:58,833"
"744","921","빨리 오세요, 빨리!","진희","00:46:56,208","00:46:58,833"
"745","922","빨리 이리로 오세요! ","기철","00:46:58,916","00:47:00,041"
"746","922","이리로 오세요!","진희","00:46:58,916","00:47:00,041"
"747","923","뭐 해! 빨리 출발시키지 않고!",NA,"00:47:00,125","00:47:02,333"
"748","924","아직 저쪽에 사람 더 있어요!","기철","00:47:02,791","00:47:04,625"
"749","925","빨리 오세요, 빨리! ","진희","00:47:04,708","00:47:06,041"
"750","925","여기요!","기철","00:47:04,708","00:47:06,041"
"751","926","이쪽요, 이쪽!","진희","00:47:06,125","00:47:07,291"
"752","927","얼른 오세요, 이쪽! ","진희","00:47:07,375","00:47:08,416"
"753","927","여기, 여기요!","기철","00:47:07,375","00:47:08,416"
"754","928","빨리 와요, 빨리! ","기철","00:47:08,500","00:47:11,083"
"755","928","빨리요!","진희","00:47:08,500","00:47:11,083"
"756","929","여기, 여기! ","기철","00:47:11,166","00:47:12,333"
"757","929","이쪽요, 이쪽!","진희","00:47:11,166","00:47:12,333"
"758","935","할머니!","수안","00:47:25,958","00:47:27,000"
"759","936","할머니, 일어나세요","수안","00:47:27,625","00:47:29,291"
"760","937","할머니!","수안","00:47:29,875","00:47:31,125"
"761","938","언니!",NA,"00:47:31,500","00:47:32,625"
"762","941","안 돼! 안 돼! ","진희","00:47:38,458","00:47:39,875"
"763","941","그러면 안 돼","기철","00:47:38,458","00:47:39,875"
"764","942","일어나, 얼른! ","기철","00:47:40,166","00:47:41,541"
"765","942","우리 언니!","종길","00:47:40,166","00:47:41,541"
"766","943","아, 빨리 와요! ","기철","00:47:41,625","00:47:42,958"
"767","943","언니!","종길","00:47:41,625","00:47:42,958"
"768","944","에이씨","기철","00:47:43,041","00:47:44,958"
"769","947","빨리요! ","진희","00:47:49,041","00:47:50,541"
"770","947","올라가!","기철","00:47:49,041","00:47:50,541"
"771","948","올라가요!","기철","00:47:50,625","00:47:51,791"
"772","949","이씨!",NA,"00:47:52,875","00:47:54,166"
"773","955","나도요!",NA,"00:48:11,666","00:48:12,666"
"774","956","나도! 나도!",NA,"00:48:13,208","00:48:15,041"
"775","957","나도!","노숙자","00:48:15,125","00:48:17,000"
"776","962","언제까지 기다릴 거야? 출발 안 할 거야?",NA,"00:48:34,916","00:48:37,375"
"777","963","안 돼요! 내 친구들 아직 안 왔어요!",NA,"00:48:37,458","00:48:39,000"
"778","964","야!",NA,"00:48:39,083","00:48:40,125"
"779","965","여기 있는 사람들은 살아야 될 거 아니야!",NA,"00:48:40,708","00:48:42,958"
"780","966","안 그래?",NA,"00:48:43,166","00:48:44,375"
"781","967","어?",NA,"00:48:45,291","00:48:46,208"
"782","970","기장님",NA,"00:48:51,083","00:48:52,625"
"783","971","출발, 출발해주세요",NA,"00:48:53,166","00:48:55,416"
"784","978","야, 뛰어, 뛰어! 뛰어, 뛰어!",NA,"00:49:15,250","00:49:17,625"
"785","981","야, 아이씨","상화","00:49:28,625","00:49:30,708"
"786","983","야! 기차, 기차! 빨리 뛰어, 빨리!","상화","00:49:33,583","00:49:35,625"
"787","991","어! ",NA,"00:49:54,791","00:49:56,708"
"788","991","정신 차려, 이 새끼야!",NA,"00:49:54,791","00:49:56,708"
"789","997","야, 비켜!",NA,"00:50:26,333","00:50:27,416"
"790","1004","관제실, 101 열차","기장","00:50:48,833","00:50:50,625"
"791","1005","대전역 돌발 사태로 정차하지 못했습니다",NA,"00:50:50,958","00:50:53,333"
"792","1006","다른 역에 구조대 배치 가능한지 확인 바랍니다, 이상",NA,"00:50:53,416","00:50:56,500"
"793","1007","101 열차, 현재 교신 불안정으로 인해",NA,"00:50:57,083","00:50:59,708"
"794","1008","각 역 상황 파악이 불가능하다, 이상",NA,"00:50:59,791","00:51:01,791"
"795","1009","관제실, 101 열차",NA,"00:51:02,250","00:51:03,916"
"796","1010","부산역까지 직행 가능한지 확인 바랍니다, 이상",NA,"00:51:04,416","00:51:06,916"
"797","1012","101 열차, 부산까지 선로를 열어놓겠습니다",NA,"00:51:10,041","00:51:13,166"
"798","1013","관제실, 이상",NA,"00:51:13,250","00:51:14,250"
"799","1014","부산역과 연락되는 대로 알려주시기 바랍니다",NA,"00:51:15,875","00:51:18,333"
"800","1015","101 열차, 이상",NA,"00:51:19,458","00:51:20,500"
"801","1020","막아, 막아!",NA,"00:52:18,750","00:52:20,458"
"802","1024","탑승하신 승객 여러분께 알려드립니다",NA,"00:52:36,208","00:52:38,458"
"803","1025","우리 열차는 승객들의 안전을 위해",NA,"00:52:38,958","00:52:41,333"
"804","1026","중간 역에 정차하지 않고 바로 부산",NA,"00:52:41,666","00:52:44,333"
"805","1027","부산역으로 향할 예정입니다",NA,"00:52:44,416","00:52:46,250"
"806","1029","이봐요, 기장 기장, 내 말 들려요?",NA,"00:52:47,833","00:52:50,041"
"807","1030","예, 말씀하세요","기장","00:52:50,541","00:52:51,791"
"808","1031","부산역하고 통화됐습니까?",NA,"00:52:52,333","00:52:54,000"
"809","1032","아니요, 현재 교신이 좀 불안정해서요","기장","00:52:54,083","00:52:57,041"
"810","1033","이봐, 무조건 전속력으로 달려!",NA,"00:52:57,583","00:53:00,208"
"811","1034","늦으면은 부산에도 못 들어가, 알았어?",NA,"00:53:00,791","00:53:03,000"
"812","1037","야, 민영국, 너 어디야?",NA,"00:53:10,750","00:53:12,166"
"813","1038","아이씨",NA,"00:53:13,083","00:53:14,958"
"814","1039","난 너 죽은 줄 알았잖아",NA,"00:53:15,166","00:53:18,291"
"815","1040","미안해",NA,"00:53:18,375","00:53:19,583"
"816","1041","나 빼고 다 못 탔어",NA,"00:53:21,500","00:53:23,625"
"817","1042","미안해",NA,"00:53:23,708","00:53:25,958"
"818","1046","연결이 되지 않아...",NA,"00:53:36,125","00:53:37,416"
"819","1047","어, 자기야! ","상화","00:53:37,500","00:53:40,833"
"820","1047","아저씨!","수안","00:53:37,500","00:53:40,833"
"821","1048","야, 뭐야, 왜 왜 네가 받아? 너 어디야?",NA,"00:53:40,916","00:53:43,458"
"822","1049","기차, 기차 화장실요!","수안","00:53:43,541","00:53:45,708"
"823","1050","화장실? 어느, 어느 화장실? 저, 몇 호 칸?",NA,"00:53:45,791","00:53:48,416"
"824","1051","그, 그러니까, 여기가","수안","00:53:48,791","00:53:51,291"
"825","1052","13호 칸! 이 새끼야, 빨리 와!","성경","00:53:51,458","00:53:53,875"
"826","1053","성경아!",NA,"00:53:54,000","00:53:55,000"
"827","1054","13호",NA,"00:53:56,791","00:53:57,833"
"828","1055","우, 우리 수안이에요? 괜찮대?",NA,"00:53:57,916","00:54:00,625"
"829","1056","13호 화장실에 있대",NA,"00:54:01,166","00:54:02,666"
"830","1058","건너가려고?",NA,"00:54:18,083","00:54:19,000"
"831","1059","아니, 어떻게 뚫고 지나가서 구했다 쳐",NA,"00:54:21,416","00:54:23,458"
"832","1060","너 그다음에 다시 어떻게 올 건데?",NA,"00:54:23,541","00:54:25,375"
"833","1061","15호 칸에","영국","00:54:29,791","00:54:31,250"
"834","1062","사람들이 모여 있대요",NA,"00:54:32,625","00:54:34,250"
"835","1064","자, 4칸만 가면 돼",NA,"00:54:59,666","00:55:01,750"
"836","1065","내가 선두","상화","00:55:03,500","00:55:04,625"
"837","1066","가운데 너",NA,"00:55:06,291","00:55:07,916"
"838","1067","그 뒤에 너",NA,"00:55:09,000","00:55:10,041"
"839","1068","네가 뒤에서 달려드는 놈들 있으면 막아","석우","00:55:13,458","00:55:15,375"
"840","1071","근데 너 펀드 매니저라며?",NA,"00:55:27,625","00:55:29,625"
"841","1072","그럼 잘 알겠네","상화","00:55:32,791","00:55:34,083"
"842","1073","쓸모없어지면 그냥 버리고 가는 거",NA,"00:55:35,375","00:55:37,333"
"843","1074","터널 끝나면 들어간다","상화","00:55:44,500","00:55:46,000"
"844","1077","간다",NA,"00:56:01,166","00:56:02,208"
"845","1093","에이씨!","상화","00:56:55,666","00:56:56,791"
"846","1097","빨리 와! 빨리! ",NA,"00:57:13,833","00:57:15,083"
"847","1097","빨리 와! 빨리 와!","상화","00:57:13,833","00:57:15,083"
"848","1098","야, 빨리 와!","상화","00:57:17,125","00:57:18,375"
"849","1102","우씨!","영국","00:57:26,916","00:57:28,208"
"850","1105","나와!",NA,"00:57:35,083","00:57:36,208"
"851","1120","야, 뛰어!","상화","00:59:10,833","00:59:11,750"
"852","1123","비켜봐","상화","00:59:19,458","00:59:20,958"
"853","1124","야, 쟤들",NA,"00:59:24,500","00:59:26,083"
"854","1125","터널 들어가니까 멈춘 거 맞지?",NA,"00:59:26,500","00:59:29,000"
"855","1126","어두워지니까 그런 것 같은데?",NA,"00:59:29,083","00:59:30,625"
"856","1127","예, 그런 것 같긴 한데",NA,"00:59:30,708","00:59:32,625"
"857","1128","하, 여긴 더 많네 이런, 씨",NA,"00:59:35,375","00:59:37,000"
"858","1129","이제 어떡하죠?",NA,"00:59:38,666","00:59:39,666"
"859","1130","어떡하긴 뭘 어떡해",NA,"00:59:41,375","00:59:42,541"
"860","1131","들어간다",NA,"00:59:43,458","00:59:44,625"
"861","1132","왜? ","상화","00:59:48,500","00:59:50,041"
"862","1132","핸드폰 좀 줘봐요",NA,"00:59:48,500","00:59:50,041"
"863","1137","♪ 오 필승 코리아 ♪",NA,"01:00:41,333","01:00:47,750"
"864","1138","♪ 오 필승 코리아, 어이! ♪",NA,"01:00:48,291","01:00:51,833"
"865","1139","♪ 오, 오레, 오레 어이, 어이, 어이 ♪",NA,"01:00:51,916","01:00:55,583"
"866","1140","♪ 오 필승 코리아 ♪",NA,"01:00:55,666","01:00:58,416"
"867","1147","괜찮아?",NA,"01:01:23,166","01:01:24,125"
"868","1151","야, 좀 치워, 좀","상화","01:01:54,958","01:01:56,583"
"869","1153","야, 싸가지",NA,"01:01:59,166","01:02:00,333"
"870","1154","야, 내 덕분에 네 딸내미 다시 만난 기분이 어때?",NA,"01:02:01,333","01:02:04,541"
"871","1155","어? 말해봐 뭐 감사해? 뭐 어떻게 돼?",NA,"01:02:04,958","01:02:07,458"
"872","1156","유치하게 벨 소리가 그게 뭡니까?",NA,"01:02:07,958","01:02:10,208"
"873","1157","벨 소리 그게 뭐가 어, 어때서?",NA,"01:02:11,375","01:02:13,250"
"874","1158","그 벨, 그 벨 소리 어떻게 바꾸는 거냐?",NA,"01:02:15,083","01:02:17,041"
"875","1159","우, 웃어?",NA,"01:02:17,125","01:02:19,583"
"876","1160","웃어? 이 쥐방울만 한 놈이 쪼끄만 게 이게",NA,"01:02:20,375","01:02:22,458"
"877","1162","너 키 몇이야?",NA,"01:02:23,708","01:02:24,875"
"878","1163","181요",NA,"01:02:24,958","01:02:26,083"
"879","1164","거리가 10킬로 ",NA,"01:02:27,083","01:02:28,541"
"880","1164","아, 새끼 진짜",NA,"01:02:27,083","01:02:28,541"
"881","1165","300킬로로 계속 가면... ",NA,"01:02:28,625","01:02:30,083"
"882","1165","알았어",NA,"01:02:28,625","01:02:30,083"
"883","1166","뭐라고?",NA,"01:02:30,166","01:02:31,208"
"884","1167","2분, 2분 정도 벌 수 있는 터널이 있어요",NA,"01:02:34,291","01:02:37,458"
"885","1168","갈 수 있겠지? ",NA,"01:02:37,541","01:02:40,583"
"886","1168","가야지, 가야지",NA,"01:02:37,541","01:02:40,583"
"887","1169","만약에 이 터널을 놓치면",NA,"01:02:41,166","01:02:42,708"
"888","1170","3킬로 뒤에","석우","01:02:43,375","01:02:44,625"
"889","1171","대략 6킬로 ","석우","01:02:44,708","01:02:46,083"
"890","1171","야",NA,"01:02:44,708","01:02:46,083"
"891","1172","너 네 딸이랑 많이 못 놀아주지, 바빠서?",NA,"01:02:46,958","01:02:49,375"
"892","1173","네 딸이 좀 더 크면",NA,"01:02:51,291","01:02:53,000"
"893","1174","네가 왜 그렇게 기를 쓰고 사는지 알게 되지 않겠냐",NA,"01:02:54,416","01:02:57,333"
"894","1175","아빠들은 원래 맨날 욕먹고 인정 못 받고 그래도",NA,"01:02:59,500","01:03:02,666"
"895","1176","뭐 희생하고 사는 거지, 뭐 안 그래?",NA,"01:03:03,541","01:03:05,791"
"896","1177","뭐야, 그 눈빛은?",NA,"01:03:09,458","01:03:10,833"
"897","1178","말이 좀 멋있냐?",NA,"01:03:10,916","01:03:12,250"
"898","1179","응?","상화","01:03:12,875","01:03:14,458"
"899","1181","제 친구가 이리로 온대요!",NA,"01:03:24,416","01:03:25,916"
"900","1182","네? 뭐, 뭐, 뭐라고요?",NA,"01:03:26,000","01:03:28,458"
"901","1183","제 친구가 저쪽 칸에 있었는데 이리로 넘어온대요",NA,"01:03:28,541","01:03:31,666"
"902","1184","누가 온다고? ","용석","01:03:31,875","01:03:33,958"
"903","1184","제 친구요!","진희","01:03:31,875","01:03:33,958"
"904","1185","원래 9호 칸에 있었는데",NA,"01:03:34,041","01:03:35,833"
"905","1186","사람들 구해 가지고 이리로 넘어온대요!",NA,"01:03:35,916","01:03:37,750"
"906","1187","구해?",NA,"01:03:37,833","01:03:39,250"
"907","1188","저쪽에서 이쪽으로 사람들을 구해서",NA,"01:03:40,875","01:03:43,083"
"908","1189","저 괴물들을 뚫고?",NA,"01:03:44,000","01:03:45,416"
"909","1190","상처 하나 없이?",NA,"01:03:46,541","01:03:47,708"
"910","1191","감염 안 된 거 확실해?",NA,"01:03:49,416","01:03:50,833"
"911","1192","감염 안 된 거 확실하냐고!",NA,"01:03:52,291","01:03:55,166"
"912","1193","그게 무슨 말씀이세요?",NA,"01:03:56,500","01:03:58,291"
"913","1194","야, 야, 여기 여기 사람들 봐",NA,"01:03:58,375","01:04:01,583"
"914","1195","지금 이 상황에서 이 사람들",NA,"01:04:01,666","01:04:04,750"
"915","1196","가족들 생사 확인도 안 되는 사람들이 한둘이 아니야",NA,"01:04:04,833","01:04:08,125"
"916","1197","근데 네 친구인지 뭔지!",NA,"01:04:08,791","01:04:10,916"
"917","1198","감염됐는지 안 됐는지도 모르는데!",NA,"01:04:11,416","01:04:13,708"
"918","1199","여기로 들여보내자고?",NA,"01:04:14,000","01:04:15,625"
"919","1200","응?",NA,"01:04:16,041","01:04:16,958"
"920","1202","참, 기가 막혀서","용석","01:04:21,166","01:04:25,458"
"921","1203","아저씨",NA,"01:04:32,500","01:04:33,833"
"922","1204","아, 아저씨가 말 좀 해줘요",NA,"01:04:36,125","01:04:38,625"
"923","1205","이제 곧 온다는데",NA,"01:04:39,375","01:04:41,000"
"924","1206","아저씨!",NA,"01:04:42,833","01:04:44,833"
"925","1207","아저씨!",NA,"01:04:45,708","01:04:47,625"
"926","1221","나와, 빨리!",NA,"01:08:32,500","01:08:33,875"
"927","1222","셋 세면 나가는 거다",NA,"01:08:39,166","01:08:40,707"
"928","1223","하나!",NA,"01:08:42,957","01:08:44,082"
"929","1224","둘!",NA,"01:08:46,375","01:08:47,250"
"930","1227","뛰어!",NA,"01:08:53,666","01:08:56,166"
"931","1228","빨리 와!","상화","01:08:58,166","01:08:59,500"
"932","1230","진희야!","영국","01:09:04,750","01:09:05,791"
"933","1232","야, 진희야, 진희야!",NA,"01:09:08,207","01:09:09,875"
"934","1234","야, 뭐 해, 빨리 열어!",NA,"01:09:11,957","01:09:14,457"
"935","1237","진희야!","영국","01:09:24,625","01:09:25,625"
"936","1238","진희야!",NA,"01:09:26,332","01:09:27,541"
"937","1239","문 좀 열어봐, 이씨!",NA,"01:09:27,791","01:09:29,375"
"938","1240","열어! 문 열어!","석우","01:09:30,582","01:09:32,457"
"939","1242","문 열어봐!","영국","01:09:34,416","01:09:36,291"
"940","1243","진희야!","영국","01:09:36,375","01:09:37,707"
"941","1247","야, 문 열어! ","석우","01:09:47,375","01:09:49,541"
"942","1247","아이씨","영국","01:09:47,375","01:09:49,541"
"943","1248","진희야!","영국","01:09:49,666","01:09:50,666"
"944","1249","진희야!","영국","01:09:51,375","01:09:52,582"
"945","1252","야, 빨리 좀 열어봐!",NA,"01:10:02,500","01:10:04,291"
"946","1253","안 열려요",NA,"01:10:04,750","01:10:06,166"
"947","1254","안 열린다고요!",NA,"01:10:06,250","01:10:07,208"
"948","1255","그냥 부숴!",NA,"01:10:07,291","01:10:08,916"
"949","1256","비켜요","영국","01:10:09,541","01:10:10,541"
"950","1259","빨리해, 빨리!",NA,"01:10:17,333","01:10:18,791"
"951","1266","아이씨",NA,"01:10:34,500","01:10:35,583"
"952","1268","아이씨",NA,"01:10:38,541","01:10:39,791"
"953","1273","에잇 병신 새끼들, 진짜!",NA,"01:10:48,208","01:10:50,000"
"954","1276","에이씨, 빨리 와!","남자","01:11:02,291","01:11:05,083"
"955","1279","언니",NA,"01:11:16,625","01:11:17,625"
"956","1282","영국아!","진희","01:11:23,041","01:11:24,000"
"957","1284","놔, 놔! ","진희","01:11:25,916","01:11:27,750"
"958","1284","너 나와! 나와!","남자","01:11:25,916","01:11:27,750"
"959","1285","영국아!","진희","01:11:28,666","01:11:29,791"
"960","1296","오지 마!",NA,"01:12:04,375","01:12:05,750"
"961","1299","오지 마, 성경아",NA,"01:12:12,750","01:12:13,833"
"962","1300","가! 가야 돼!",NA,"01:12:14,666","01:12:16,500"
"963","1302","야, 야!",NA,"01:12:23,000","01:12:24,458"
"964","1303","너 쟤 좀 데리고 빨리 가",NA,"01:12:25,208","01:12:27,958"
"965","1304","너도 가 이 새끼야, 빨리!","상화","01:12:29,166","01:12:30,625"
"966","1305","가, 이 새끼야, 빨리!",NA,"01:12:31,916","01:12:33,583"
"967","1306","빨리 좀 가 힘 빠진다, 빨리",NA,"01:12:35,583","01:12:37,375"
"968","1307","우, 우, 우리 성경이 좀 부탁한다, 어?",NA,"01:12:40,666","01:12:45,000"
"969","1308","내가 막을게, 가!","상화","01:12:45,666","01:12:48,041"
"970","1309","빨리 가!",NA,"01:12:48,750","01:12:50,000"
"971","1312","미, 미안해",NA,"01:13:00,083","01:13:02,000"
"972","1313","그래","상화","01:13:03,208","01:13:04,375"
"973","1316","가야 돼요 빨리 가야 돼요!",NA,"01:13:12,750","01:13:14,458"
"974","1317","윤서연!","상화","01:13:16,708","01:13:18,083"
"975","1318","우리 딸 이름 서연이야",NA,"01:13:20,416","01:13:22,083"
"976","1319","알았지?",NA,"01:13:23,500","01:13:24,708"
"977","1321","안 돼, 안 돼!","석우","01:13:29,750","01:13:31,458"
"978","1322","안 돼, 안 돼!","석우","01:13:31,541","01:13:34,125"
"979","1334","이야!","석우","01:14:26,916","01:14:28,125"
"980","1337","언니!",NA,"01:14:57,833","01:15:00,500"
"981","1344","왜 그랬어, 왜!",NA,"01:15:24,666","01:15:26,083"
"982","1346","미친 새끼야",NA,"01:15:28,291","01:15:29,750"
"983","1348","다 들어올 수 있었잖아!",NA,"01:15:31,500","01:15:33,083"
"984","1349","왜!",NA,"01:15:35,625","01:15:36,708"
"985","1350","이 새끼 감염됐어!",NA,"01:15:37,916","01:15:39,541"
"986","1351","이 새끼, 이 새끼 감염됐어","용석","01:15:40,833","01:15:42,750"
"987","1352","이 새끼 감염됐다고!",NA,"01:15:42,833","01:15:44,500"
"988","1353","저, 저 눈깔 봐 저 눈깔 봐!",NA,"01:15:44,583","01:15:47,125"
"989","1354","좀 있으면 저 괴물 새끼들처럼 변하는 거야!","용석","01:15:47,333","01:15:50,083"
"990","1355","다 죽고 싶어? 어? 이 새끼들 다 쫓아내야 돼!",NA,"01:15:50,166","01:15:52,750"
"991","1357","야!",NA,"01:15:58,000","01:15:59,041"
"992","1359","지금 저쪽에서 오신 분들",NA,"01:16:04,125","01:16:06,541"
"993","1360","아무래도 저희랑 함께 있을 수 없을 것 같습니다","기철","01:16:07,833","01:16:10,250"
"994","1362","전부 저쪽 연결부로 이동해주세요",NA,"01:16:12,166","01:16:13,916"
"995","1365","빨리 가!","남자1","01:16:29,166","01:16:30,291"
"996","1366","어, 빨리 나가! ","남자2","01:16:31,208","01:16:33,583"
"997","1366","빨리 가!","여자1","01:16:31,208","01:16:33,583"
"998","1367","빨리 가!","여자2","01:16:33,708","01:16:34,541"
"999","1371","가! 빨리 가!","남자3","01:16:49,833","01:16:53,541"
"1000","1372","나가요, 나가! ","남자4","01:16:53,625","01:16:55,083"
"1001","1372","나가세요!","남자5","01:16:53,625","01:16:55,083"
"1002","1373","빨리 가! ","남자3","01:16:55,166","01:16:57,083"
"1003","1373","빨리!","남자6","01:16:55,166","01:16:57,083"
"1004","1374","안 들리나? ","남자3","01:16:57,166","01:17:00,833"
"1005","1374","나가요!","여자3","01:16:57,166","01:17:00,833"
"1006","1376","진희야",NA,"01:17:06,958","01:17:08,000"
"1007","1377","너 여기 있는 게 더 안전할 것 같아",NA,"01:17:08,375","01:17:09,625"
"1008","1378","싫어",NA,"01:17:09,708","01:17:10,833"
"1009","1379","여기가 더 무서워",NA,"01:17:11,416","01:17:12,750"
"1010","1380","나 너랑 같이 갈래",NA,"01:17:14,208","01:17:15,375"
"1011","1381","너...",NA,"01:17:15,458","01:17:16,458"
"1012","1382","빨리 가라고!","남자4","01:17:16,666","01:17:18,333"
"1013","1383","아, 빨리 나가라니까 뭐 해요!","여자4","01:17:18,416","01:17:20,541"
"1014","1384","그래, 가자","영국","01:17:21,250","01:17:22,375"
"1015","1385","빨리 가요! ",NA,"01:17:25,041","01:17:26,250"
"1016","1385","안 가나?","남자3","01:17:25,041","01:17:26,250"
"1017","1386","나머지 빨리 가!",NA,"01:17:26,333","01:17:27,583"
"1018","1387","나가, 빨리!","남자5","01:17:28,041","01:17:29,416"
"1019","1388","안 가나, 퍼뜩 가라고!","남자3","01:17:29,500","01:17:31,583"
"1020","1391","가자",NA,"01:17:49,583","01:17:50,833"
"1021","1393","그만 가!",NA,"01:18:16,416","01:18:17,666"
"1022","1394","아, 빨리 묶어요! ","남자1","01:18:26,916","01:18:29,291"
"1023","1394","그쪽 묶어요, 빨리","남자2","01:18:26,916","01:18:29,291"
"1024","1396","넥타이, 넥타이! ",NA,"01:18:30,500","01:18:32,875"
"1025","1396","조용히 좀 해요","남자3","01:18:30,500","01:18:32,875"
"1026","1397","네가 해, 네가 해!",NA,"01:18:32,958","01:18:34,375"
"1027","1400","등신같이",NA,"01:18:49,833","01:18:51,083"
"1028","1401","꼴좋다",NA,"01:18:52,083","01:18:53,166"
"1029","1402","저 살 궁리는 안 하고",NA,"01:18:54,583","01:18:56,041"
"1030","1403","허구한 날 다 퍼주기만 하더니",NA,"01:18:56,666","01:18:58,583"
"1031","1405","그러게 왜 그렇게 힘들게 살았어?","종길","01:19:02,958","01:19:04,958"
"1032","1406","이렇게 갈 거면서 왜 그렇게...",NA,"01:19:06,541","01:19:08,916"
"1033","1407","등신같이",NA,"01:19:10,000","01:19:11,583"
"1034","1410","조용히 해, 조용히!",NA,"01:19:18,875","01:19:20,291"
"1035","1411","앉아요, 앉아",NA,"01:19:21,458","01:19:23,083"
"1036","1412","놀고 있네, 씨",NA,"01:19:23,875","01:19:26,208"
"1037","1414","빨리 마무리하고 저쪽도 묶어!",NA,"01:19:31,083","01:19:33,416"
"1038","1416","참",NA,"01:19:44,333","01:19:45,416"
"1039","1417","고생 많았다, 언니",NA,"01:19:46,375","01:19:48,083"
"1040","1419","저 노, 저 노... 야, 저 노인네 막아!",NA,"01:19:49,916","01:19:52,375"
"1041","1424","관제실, 101 열차 현재 부산 방면 순항 중","기장","01:20:46,458","01:20:48,833"
"1042","1425","부산역 상황 확인 바랍니다, 이상",NA,"01:20:49,166","01:20:50,666"
"1043","1427","관제실?",NA,"01:20:52,708","01:20:53,833"
"1044","1428","관제실!",NA,"01:20:54,291","01:20:55,333"
"1045","1429","씨",NA,"01:20:56,333","01:20:57,208"
"1046","1435","우리 수안이 오늘 생일인데",NA,"01:22:21,916","01:22:23,666"
"1047","1436","걱정하지 마",NA,"01:22:28,250","01:22:29,250"
"1048","1437","아빠가 엄마한테 꼭 데려다줄게",NA,"01:22:30,250","01:22:31,958"
"1049","1439","아빠는 안 무서워요?",NA,"01:22:36,166","01:22:38,291"
"1050","1440","무서워",NA,"01:22:44,208","01:22:45,208"
"1051","1441","아빠도 무서워",NA,"01:22:47,375","01:22:48,375"
"1052","1442","아깐 정말 무서웠어요",NA,"01:22:53,291","01:22:55,333"
"1053","1443","아빠를 다시는 못 보게 될 것 같아서","수안","01:22:56,166","01:22:59,000"
"1054","1444","어제 노래도 아빠한테 들려주고 싶어서",NA,"01:23:01,375","01:23:04,083"
"1055","1445","연습했던 노래예요",NA,"01:23:04,166","01:23:05,958"
"1056","1447","그래서 못 불렀어요",NA,"01:23:10,583","01:23:12,250"
"1057","1448","아빠가 안 보여서","수안","01:23:15,000","01:23:16,750"
"1058","1449","계속 같이 있어줄 거죠?",NA,"01:23:24,333","01:23:26,583"
"1059","1452","연결이 되지 않아 삐 소리 후",NA,"01:23:54,625","01:23:56,833"
"1060","1453","소리샘 퀵보이스로 연결되오며 통화료가...",NA,"01:23:56,916","01:23:59,833"
"1061","1457","어, 김 대리",NA,"01:24:15,625","01:24:16,791"
"1062","1458","부산에는 도착하셨어요?","김 대리","01:24:18,500","01:24:20,000"
"1063","1459","아, 아직",NA,"01:24:20,083","01:24:21,083"
"1064","1460","넌 어디야? 거긴 괜찮아?",NA,"01:24:21,750","01:24:23,041"
"1065","1461","부산은 초기 방어에 성공했대요",NA,"01:24:24,458","01:24:27,708"
"1066","1462","어? 확실해?",NA,"01:24:27,791","01:24:30,208"
"1067","1463","어디서 얻은 정보야? 어?",NA,"01:24:30,708","01:24:32,333"
"1068","1464","팀장님","김 대리","01:24:33,416","01:24:34,416"
"1069","1465","이거 유선 바이오에서 시작됐대요",NA,"01:24:35,208","01:24:37,375"
